id,nct_id,ctgov_group_code,result_type,title,description,outcome_id
325424616,NCT01014988,OG000,Outcome,Cohort 6: Adults (18 Years and Older),"Participants \>=18 years of age received 600 mg zanamivir by IV infusion over 30 minutes twice daily, adjusted for renal function, for 5 days. Treatment could have been extended for up to 5 additional days if viral shedding or clinical symptoms warranted further treatment.",103648156.0
325424617,NCT01014988,OG001,Outcome,Cohort 1: Infants (6 Months to <1 Year of Age),"Participants 6 months to \<1 year of age received 14 mg per kilogram (mg/kg) zanamivir by IV infusion over 30 minutes twice daily, adjusted for renal function, for 5 days. Treatment could have been extended for up to 5 additional days if viral shedding or clinical symptoms warranted further treatment.",103648156.0
325424618,NCT01014988,OG002,Outcome,Cohort 2: Children (1 to <2 Years of Age),"Participants 1 year to \<2 years of age received 14 mg/kg zanamivir by IV infusion over 30 minutes twice daily, adjusted for renal function, for 5 days. Treatment could have been extended for up to 5 additional days if viral shedding or clinical symptoms warranted further treatment.",103648156.0
325424619,NCT01014988,OG003,Outcome,Cohort 3: Children (2 to <6 Years of Age),"Participants 2 years to \<6 years of age received 14 mg/kg zanamivir with a maximum dose of 600 mg by IV infusion over 30 minutes twice daily, adjusted for renal function, for 5 days. Treatment could have been extended for up to 5 additional days if viral shedding or clinical symptoms warranted further treatment.",103648156.0
325424620,NCT01014988,OG004,Outcome,Cohort 4: Children (6 to <13 Years of Age),"Participants 6 years to \<13 years of age received 12 mg/kg zanamivir with a maximum dose of 600 mg by IV infusion over 30 minutes twice daily, adjusted for renal function, for 5 days. Treatment could have been extended for up to 5 additional days if viral shedding or clinical symptoms warranted further treatment.",103648156.0
325424621,NCT01014988,OG005,Outcome,Cohort 5: Adolescents (13 to <18 Years of Age),"Participants 13 to \<18 years of age received 12 mg/kg zanamivir with a maximum dose of 600 mg by IV infusion over 30 minutes twice daily, adjusted for renal function, for 5 days. Treatment could have been extended for up to 5 additional days if viral shedding or clinical symptoms warranted further treatment.",103648156.0
325424622,NCT01014988,OG000,Outcome,Cohort 6: Adults (18 Years and Older),"Participants \>=18 years of age received 600 mg zanamivir by IV infusion over 30 minutes twice daily, adjusted for renal function, for 5 days. Treatment could have been extended for up to 5 additional days if viral shedding or clinical symptoms warranted further treatment.",103648157.0
325424623,NCT01014988,OG001,Outcome,Cohort 1: Infants (6 Months to <1 Year of Age),"Participants 6 months to \<1 year of age received 14 mg per kilogram (mg/kg) zanamivir by IV infusion over 30 minutes twice daily, adjusted for renal function, for 5 days. Treatment could have been extended for up to 5 additional days if viral shedding or clinical symptoms warranted further treatment.",103648157.0
325424624,NCT01014988,OG002,Outcome,Cohort 2: Children (1 to <2 Years of Age),"Participants 1 year to \<2 years of age received 14 mg/kg zanamivir by IV infusion over 30 minutes twice daily, adjusted for renal function, for 5 days. Treatment could have been extended for up to 5 additional days if viral shedding or clinical symptoms warranted further treatment.",103648157.0
325424625,NCT01014988,OG003,Outcome,Cohort 3: Children (2 to <6 Years of Age),"Participants 2 years to \<6 years of age received 14 mg/kg zanamivir with a maximum dose of 600 mg by IV infusion over 30 minutes twice daily, adjusted for renal function, for 5 days. Treatment could have been extended for up to 5 additional days if viral shedding or clinical symptoms warranted further treatment.",103648157.0
323834334,NCT03210961,OG001,Outcome,PF-06826647 10 mg SAD,"During the SAD period (Period 1), healthy participants received PF-06826647 10 mg SD in fasted state.",103168337.0
325424626,NCT01014988,OG004,Outcome,Cohort 4: Children (6 to <13 Years of Age),"Participants 6 years to \<13 years of age received 12 mg/kg zanamivir with a maximum dose of 600 mg by IV infusion over 30 minutes twice daily, adjusted for renal function, for 5 days. Treatment could have been extended for up to 5 additional days if viral shedding or clinical symptoms warranted further treatment.",103648157.0
325424627,NCT01014988,OG005,Outcome,Cohort 5: Adolescents (13 to <18 Years of Age),"Participants 13 to \<18 years of age received 12 mg/kg zanamivir with a maximum dose of 600 mg by IV infusion over 30 minutes twice daily, adjusted for renal function, for 5 days. Treatment could have been extended for up to 5 additional days if viral shedding or clinical symptoms warranted further treatment.",103648157.0
325424628,NCT01014988,OG000,Outcome,Cohort 6: Adults (18 Years and Older),"Participants \>=18 years of age received 600 mg zanamivir by IV infusion over 30 minutes twice daily, adjusted for renal function, for 5 days. Treatment could have been extended for up to 5 additional days if viral shedding or clinical symptoms warranted further treatment.",103648158.0
325424629,NCT01014988,OG001,Outcome,Cohort 1: Infants (6 Months to <1 Year of Age),"Participants 6 months to \<1 year of age received 14 mg per kilogram (mg/kg) zanamivir by IV infusion over 30 minutes twice daily, adjusted for renal function, for 5 days. Treatment could have been extended for up to 5 additional days if viral shedding or clinical symptoms warranted further treatment.",103648158.0
325424630,NCT01014988,OG002,Outcome,Cohort 2: Children (1 to <2 Years of Age),"Participants 1 year to \<2 years of age received 14 mg/kg zanamivir by IV infusion over 30 minutes twice daily, adjusted for renal function, for 5 days. Treatment could have been extended for up to 5 additional days if viral shedding or clinical symptoms warranted further treatment.",103648158.0
325424631,NCT01014988,OG003,Outcome,Cohort 3: Children (2 to <6 Years of Age),"Participants 2 years to \<6 years of age received 14 mg/kg zanamivir with a maximum dose of 600 mg by IV infusion over 30 minutes twice daily, adjusted for renal function, for 5 days. Treatment could have been extended for up to 5 additional days if viral shedding or clinical symptoms warranted further treatment.",103648158.0
325424632,NCT01014988,OG004,Outcome,Cohort 4: Children (6 to <13 Years of Age),"Participants 6 years to \<13 years of age received 12 mg/kg zanamivir with a maximum dose of 600 mg by IV infusion over 30 minutes twice daily, adjusted for renal function, for 5 days. Treatment could have been extended for up to 5 additional days if viral shedding or clinical symptoms warranted further treatment.",103648158.0
325424633,NCT01014988,OG005,Outcome,Cohort 5: Adolescents (13 to <18 Years of Age),"Participants 13 to \<18 years of age received 12 mg/kg zanamivir with a maximum dose of 600 mg by IV infusion over 30 minutes twice daily, adjusted for renal function, for 5 days. Treatment could have been extended for up to 5 additional days if viral shedding or clinical symptoms warranted further treatment.",103648158.0
325424634,NCT01014988,OG000,Outcome,Cohort 6: Adults (18 Years and Older),"Participants \>=18 years of age received 600 mg zanamivir by IV infusion over 30 minutes twice daily, adjusted for renal function, for 5 days. Treatment could have been extended for up to 5 additional days if viral shedding or clinical symptoms warranted further treatment.",103648159.0
325424635,NCT01014988,OG001,Outcome,Cohort 1: Infants (6 Months to <1 Year of Age),"Participants 6 months to \<1 year of age received 14 mg per kilogram (mg/kg) zanamivir by IV infusion over 30 minutes twice daily, adjusted for renal function, for 5 days. Treatment could have been extended for up to 5 additional days if viral shedding or clinical symptoms warranted further treatment.",103648159.0
323834335,NCT03210961,OG002,Outcome,PF-06826647 30 mg SAD,"During the SAD period (Period 1), healthy participants received PF-06826647 30 mg SD in fasted state.",103168337.0
323834336,NCT03210961,OG003,Outcome,PF-06826647 100 mg SAD,"During the SAD period (Period 1), healthy participants received PF-06826647 100 mg SD in fasted state.",103168337.0
325424636,NCT01014988,OG002,Outcome,Cohort 2: Children (1 to <2 Years of Age),"Participants 1 year to \<2 years of age received 14 mg/kg zanamivir by IV infusion over 30 minutes twice daily, adjusted for renal function, for 5 days. Treatment could have been extended for up to 5 additional days if viral shedding or clinical symptoms warranted further treatment.",103648159.0
325424637,NCT01014988,OG003,Outcome,Cohort 3: Children (2 to <6 Years of Age),"Participants 2 years to \<6 years of age received 14 mg/kg zanamivir with a maximum dose of 600 mg by IV infusion over 30 minutes twice daily, adjusted for renal function, for 5 days. Treatment could have been extended for up to 5 additional days if viral shedding or clinical symptoms warranted further treatment.",103648159.0
325424638,NCT01014988,OG004,Outcome,Cohort 4: Children (6 to <13 Years of Age),"Participants 6 years to \<13 years of age received 12 mg/kg zanamivir with a maximum dose of 600 mg by IV infusion over 30 minutes twice daily, adjusted for renal function, for 5 days. Treatment could have been extended for up to 5 additional days if viral shedding or clinical symptoms warranted further treatment.",103648159.0
325424639,NCT01014988,OG005,Outcome,Cohort 5: Adolescents (13 to <18 Years of Age),"Participants 13 to \<18 years of age received 12 mg/kg zanamivir with a maximum dose of 600 mg by IV infusion over 30 minutes twice daily, adjusted for renal function, for 5 days. Treatment could have been extended for up to 5 additional days if viral shedding or clinical symptoms warranted further treatment.",103648159.0
325424640,NCT01014988,OG000,Outcome,Cohort 6: Adults (18 Years and Older),"Participants \>=18 years of age received 600 mg zanamivir by IV infusion over 30 minutes twice daily, adjusted for renal function, for 5 days. Treatment could have been extended for up to 5 additional days if viral shedding or clinical symptoms warranted further treatment.",103648160.0
325424641,NCT01014988,OG001,Outcome,Cohort 1: Infants (6 Months to <1 Year of Age),"Participants 6 months to \<1 year of age received 14 mg per kilogram (mg/kg) zanamivir by IV infusion over 30 minutes twice daily, adjusted for renal function, for 5 days. Treatment could have been extended for up to 5 additional days if viral shedding or clinical symptoms warranted further treatment.",103648160.0
325424642,NCT01014988,OG002,Outcome,Cohort 2: Children (1 to <2 Years of Age),"Participants 1 year to \<2 years of age received 14 mg/kg zanamivir by IV infusion over 30 minutes twice daily, adjusted for renal function, for 5 days. Treatment could have been extended for up to 5 additional days if viral shedding or clinical symptoms warranted further treatment.",103648160.0
325424643,NCT01014988,OG003,Outcome,Cohort 3: Children (2 to <6 Years of Age),"Participants 2 years to \<6 years of age received 14 mg/kg zanamivir with a maximum dose of 600 mg by IV infusion over 30 minutes twice daily, adjusted for renal function, for 5 days. Treatment could have been extended for up to 5 additional days if viral shedding or clinical symptoms warranted further treatment.",103648160.0
325424644,NCT01014988,OG004,Outcome,Cohort 4: Children (6 to <13 Years of Age),"Participants 6 years to \<13 years of age received 12 mg/kg zanamivir with a maximum dose of 600 mg by IV infusion over 30 minutes twice daily, adjusted for renal function, for 5 days. Treatment could have been extended for up to 5 additional days if viral shedding or clinical symptoms warranted further treatment.",103648160.0
325424645,NCT01014988,OG005,Outcome,Cohort 5: Adolescents (13 to <18 Years of Age),"Participants 13 to \<18 years of age received 12 mg/kg zanamivir with a maximum dose of 600 mg by IV infusion over 30 minutes twice daily, adjusted for renal function, for 5 days. Treatment could have been extended for up to 5 additional days if viral shedding or clinical symptoms warranted further treatment.",103648160.0
325424646,NCT00729157,OG000,Outcome,Treatment (Ziv-aflibercept and Fludeoxyglucose F 18),"Patients receive aflibercept 4mg/kg IV over 1 hour on day 1. Treatment repeats every 14 days for up to 12 months in the absence of disease progression or unacceptable toxicity. Patients experiencing clear clinical benefit with aflibercept may continue treatment beyond 12 months, at the discretion of the study sponsor. Patients undergo FDG-PET scans at baseline and after 8 weeks of study therapy to evaluate changes in FDG avidity on FDG-PET scan. Blood samples are obtained at baseline and periodically during study for laboratory correlative studies. Samples are examined for pretreatment serum VEGF concentration, thyroglobulin levels (when elevated), serum pharmacokinetics of aflibercept by ELISA, and anti-aflibercept antibodies.",103648161.0
325424647,NCT00729157,OG000,Outcome,Treatment (Ziv-aflibercept and Fludeoxyglucose F 18),"Patients receive aflibercept 4mg/kg IV over 1 hour on day 1. Treatment repeats every 14 days for up to 12 months in the absence of disease progression or unacceptable toxicity. Patients experiencing clear clinical benefit with aflibercept may continue treatment beyond 12 months, at the discretion of the study sponsor. Patients undergo FDG-PET scans at baseline and after 8 weeks of study therapy to evaluate changes in FDG avidity on FDG-PET scan. Blood samples are obtained at baseline and periodically during study for laboratory correlative studies. Samples are examined for pretreatment serum VEGF concentration, thyroglobulin levels (when elevated), serum pharmacokinetics of aflibercept by ELISA, and anti-aflibercept antibodies.",103648162.0
325424648,NCT00729157,OG000,Outcome,Treatment (Ziv-aflibercept and Fludeoxyglucose F 18),"Patients receive aflibercept 4mg/kg IV over 1 hour on day 1. Treatment repeats every 14 days for up to 12 months in the absence of disease progression or unacceptable toxicity. Patients experiencing clear clinical benefit with aflibercept may continue treatment beyond 12 months, at the discretion of the study sponsor. Patients undergo FDG-PET scans at baseline and after 8 weeks of study therapy to evaluate changes in FDG avidity on FDG-PET scan. Blood samples are obtained at baseline and periodically during study for laboratory correlative studies. Samples are examined for pretreatment serum VEGF concentration, thyroglobulin levels (when elevated), serum pharmacokinetics of aflibercept by ELISA, and anti-aflibercept antibodies.",103648163.0
325424649,NCT00729157,OG000,Outcome,Treatment (Ziv-aflibercept and Fludeoxyglucose F 18),"Patients receive aflibercept 4mg/kg IV over 1 hour on day 1. Treatment repeats every 14 days for up to 12 months in the absence of disease progression or unacceptable toxicity. Patients experiencing clear clinical benefit with aflibercept may continue treatment beyond 12 months, at the discretion of the study sponsor. Patients undergo FDG-PET scans at baseline and after 8 weeks of study therapy to evaluate changes in FDG avidity on FDG-PET scan. Blood samples are obtained at baseline and periodically during study for laboratory correlative studies. Samples are examined for pretreatment serum VEGF concentration, thyroglobulin levels (when elevated), serum pharmacokinetics of aflibercept by ELISA, and anti-aflibercept antibodies.",103648164.0
325424650,NCT00729157,OG000,Outcome,Treatment (Ziv-aflibercept and Fludeoxyglucose F 18),"Patients receive aflibercept 4mg/kg IV over 1 hour on day 1. Treatment repeats every 14 days for up to 12 months in the absence of disease progression or unacceptable toxicity. Patients experiencing clear clinical benefit with aflibercept may continue treatment beyond 12 months, at the discretion of the study sponsor. Patients undergo FDG-PET scans at baseline and after 8 weeks of study therapy to evaluate changes in FDG avidity on FDG-PET scan. Blood samples are obtained at baseline and periodically during study for laboratory correlative studies. Samples are examined for pretreatment serum VEGF concentration, thyroglobulin levels (when elevated), serum pharmacokinetics of aflibercept by ELISA, and anti-aflibercept antibodies.",103648165.0
325424651,NCT02217410,OG000,Outcome,CFZ533 + TAC + MMF (Part 1),"CFZ533 (3 mg/kg SC) administered with the contemporary standard of care (SoC) consists of concentration-controlled tacrolimus (Tac), combined with mycophenolate mofetil (MMF) and corticosteroids (CS).",103648168.0
325424652,NCT02217410,OG000,Outcome,CFZ533 + TAC + MMF (Part 1),"CFZ533 (3 mg/kg SC) administered with the contemporary standard of care (SoC) consists of concentration-controlled tacrolimus (Tac), combined with mycophenolate mofetil (MMF) and corticosteroids (CS).",103648169.0
325424653,NCT02217410,OG000,Outcome,CFZ533 + TAC + MMF (Part 1),"CFZ533 (3 mg/kg SC) administered with the contemporary standard of care (SoC) consists of concentration-controlled tacrolimus (Tac), combined with mycophenolate mofetil (MMF) and corticosteroids (CS).",103648170.0
323834337,NCT03210961,OG004,Outcome,PF-06826647 400 mg SAD,"During the SAD period (Period 1), healthy participants received PF-06826647 400 mg SD in fasted state.",103168337.0
325028268,NCT03650387,OG002,Outcome,RADIESSE® (+) Lidocaine: Cheek Volume Loss,"Participants received SMD (RADIESSE® \[+\] Lidocaine) on Day 1 with volume and using injection techniques based on investigator's judgement, skin conditions, safety and participant's expectations, and the extent of the volume loss/deficit for treatment of upper cheek volume loss. An optional touch-up was performed at Week 4 (Visit 2) in the indications that were treated on Day 1, to obtain an optimal aesthetic outcome, as appropriate.",103527782.0
325424654,NCT02217410,OG000,Outcome,CFZ533 + MMF (Part 2),CFZ533 (10mg/kg IV) administered with mycophenolate mofetil (MMF) and corticosteroids (CS) with anti-IL2 induction,103648171.0
325424655,NCT02217410,OG001,Outcome,Tac + MMF (Part 2),Standard of care (SoC) \[concentration-controlled tacrolimus (Tac) combined with mycophenolate mofetil (MMF) and corticosteroids (CS) with anti-IL2 induction\],103648171.0
325424656,NCT02217410,OG000,Outcome,sCD40 (Part I),"CFZ533 (3 mg/kg SC) administered with the contemporary standard of care (SoC) consists of concentration-controlled tacrolimus (Tac), combined with mycophenolate mofetil (MMF) and corticosteroids (CS).",103648172.0
325424657,NCT02217410,OG001,Outcome,sCD154,"CFZ533 (3 mg/kg SC) administered with the contemporary standard of care (SoC) consists of concentration-controlled tacrolimus (Tac), combined with mycophenolate mofetil (MMF) and corticosteroids (CS).",103648172.0
325424658,NCT02217410,OG000,Outcome,Free CD40 on Whole Blood B Ceels,CFZ533 (10mg/kg IV) administered with mycophenolate mofetil (MMF) and corticosteroids (CS) with anti-IL2 induction,103648173.0
325424659,NCT02217410,OG001,Outcome,Total CD40 on Whole Blood B Cells,CFZ533 (10mg/kg IV) administered with mycophenolate mofetil (MMF) and corticosteroids (CS) with anti-IL2 induction,103648173.0
325424660,NCT02217410,OG000,Outcome,CFZ533 + TAC + MMF (Part 1),"CFZ533 (3 mg/kg SC) administered with the contemporary standard of care (SoC) consists of concentration-controlled tacrolimus (Tac), combined with mycophenolate mofetil (MMF) and corticosteroids (CS).",103648174.0
325424661,NCT02217410,OG000,Outcome,CFZ533 + MMF (Part 2),CFZ533 (10mg/kg IV) administered with mycophenolate mofetil (MMF) and corticosteroids (CS) with anti-IL2 induction,103648175.0
325424662,NCT02217410,OG001,Outcome,Tac + MMF (Part 2),Standard of care (SoC) \[concentration-controlled tacrolimus (Tac) combined with mycophenolate mofetil (MMF) and corticosteroids (CS) with anti-IL2 induction\],103648175.0
325424663,NCT02217410,OG000,Outcome,CFZ533 + MMF (Part 2),CFZ533 (10mg/kg IV) administered with mycophenolate mofetil (MMF) and corticosteroids (CS) with anti-IL2 induction,103648176.0
325424664,NCT02217410,OG001,Outcome,Tac + MMF (Part 2),Standard of care (SoC) \[concentration-controlled tacrolimus (Tac) combined with mycophenolate mofetil (MMF) and corticosteroids (CS) with anti-IL2 induction\],103648176.0
325424665,NCT02217410,OG000,Outcome,CFZ533 + MMF (Part 2),CFZ533 (10mg/kg IV) administered with mycophenolate mofetil (MMF) and corticosteroids (CS) with anti-IL2 induction,103648177.0
325424666,NCT02217410,OG000,Outcome,CFZ533 + MMF (Part 2),CFZ533 (10mg/kg IV) administered with mycophenolate mofetil (MMF) and corticosteroids (CS) with anti-IL2 induction,103648178.0
325424667,NCT02217410,OG001,Outcome,Tac + MMF (Part 2),Standard of care (SoC) \[concentration-controlled tacrolimus (Tac) combined with mycophenolate mofetil (MMF) and corticosteroids (CS) with anti-IL2 induction\],103648178.0
325424668,NCT01940887,OG000,Outcome,E10030 + Bevacizumab or Aflibercept,"E10030 1.5 mg intravitreal injection + bevacizumab 1.25 mg intravitreal injection or aflibercept 2 mg intravitreal injection

E10030

bevacizumab or aflibercept: Patients are randomized to receive either bevacizumab or aflibercept",103648179.0
325424669,NCT01940887,OG001,Outcome,Sham + Bevacizumab or Aflibercept,"E10030 sham injection + bevacizumab 1.25 mg intravitreal injection or aflibercept 2 mg intravitreal injection

bevacizumab or aflibercept: Patients are randomized to receive either bevacizumab or aflibercept

E10030 sham injection: Pressure on the eye with a syringe with no needle",103648179.0
325424670,NCT04259424,OG000,Outcome,Aerobic Exercise + Upper Extremity Rehabilitation,"Subjects will receive a total of 18 intervention sessions. In each intervention session, subjects will perform 15 minutes of aerobic exercise on a stationary cycle followed by 200 repetitions of an upper extremity rehabilitation program.

Aerobic Exercise + Duck Duck Punch: Subjects will perform 15 minutes of aerobic exercise on a recumbent stationary cycle. On each session the target intensity of aerobic exercise will be 70% heart rate reserve.

Following a 10-minute rest break subjects will perform 200 repetitions on an upper extremity rehabilitation game called Duck Duck Punch (DDP). Duck Duck Punch is an interactive game with an old school carnival theme. DDP is unique as it uses Microsoft Kinect skeletal tracking technology to assess movement performance. The participant sits in front of the Microsoft Kinect and controls a virtual arm with his/her physical arm; reaching forward to ""punch"" virtual ducks. A therapist will oversee the subject's safety and progress during DDP. DDP will be dosed based on the number of repetitions performed. A repetition is recorded when the player moves his/her arm so that the avatar leaves a start position. The goal dose for subjects will be 200 repetitions per DDP session.",103648180.0
325424671,NCT04259424,OG000,Outcome,Aerobic Exercise + Upper Extremity Rehabilitation,"Subjects will receive a total of 18 intervention sessions. In each intervention session, subjects will perform 15 minutes of aerobic exercise on a stationary cycle followed by 200 repetitions of an upper extremity rehabilitation program.

Aerobic Exercise + Duck Duck Punch: Subjects will perform 15 minutes of aerobic exercise on a recumbent stationary cycle. On each session the target intensity of aerobic exercise will be 70% heart rate reserve.

Following a 10-minute rest break subjects will perform 200 repetitions on an upper extremity rehabilitation game called Duck Duck Punch (DDP). Duck Duck Punch is an interactive game with an old school carnival theme. DDP is unique as it uses Microsoft Kinect skeletal tracking technology to assess movement performance. The participant sits in front of the Microsoft Kinect and controls a virtual arm with his/her physical arm; reaching forward to ""punch"" virtual ducks. A therapist will oversee the subject's safety and progress during DDP. DDP will be dosed based on the number of repetitions performed. A repetition is recorded when the player moves his/her arm so that the avatar leaves a start position. The goal dose for subjects will be 200 repetitions per DDP session.",103648181.0
325424672,NCT04259424,OG000,Outcome,Aerobic Exercise + Upper Extremity Rehabilitation,"Subjects will receive a total of 18 intervention sessions. In each intervention session, subjects will perform 15 minutes of aerobic exercise on a stationary cycle followed by 200 repetitions of an upper extremity rehabilitation program.

Aerobic Exercise + Duck Duck Punch: Subjects will perform 15 minutes of aerobic exercise on a recumbent stationary cycle. On each session the target intensity of aerobic exercise will be 70% heart rate reserve.

Following a 10-minute rest break subjects will perform 200 repetitions on an upper extremity rehabilitation game called Duck Duck Punch (DDP). Duck Duck Punch is an interactive game with an old school carnival theme. DDP is unique as it uses Microsoft Kinect skeletal tracking technology to assess movement performance. The participant sits in front of the Microsoft Kinect and controls a virtual arm with his/her physical arm; reaching forward to ""punch"" virtual ducks. A therapist will oversee the subject's safety and progress during DDP. DDP will be dosed based on the number of repetitions performed. A repetition is recorded when the player moves his/her arm so that the avatar leaves a start position. The goal dose for subjects will be 200 repetitions per DDP session.",103648182.0
325028269,NCT03650387,OG003,Outcome,RADIESSE® (+) Lidocaine: All Participants,"Participants received SMD (RADIESSE® \[+\] Lidocaine) on Day 1 with volume and using injection techniques based on investigator's judgement, skin conditions, safety and participant's expectations and depended on the area to be treated for minimum of two and a maximum of three indications (nasolabial folds, marionette lines, cheek volume loss). An optional touch-up was performed at Week 4 (Visit 2) in the indications that were treated on Day 1, to obtain an optimal aesthetic outcome, as appropriate. Participants were included in multiple reporting arms as per treated indications. All participants reporting arm represented all treated participants.",103527782.0
325028270,NCT00887822,OG000,Outcome,"Bevacizumab, Capecitabine and Cisplatin",Participants received bevacizumab 7.5 mg/kg IV infusion on Day 1 of every 3-week cycle in combination with capecitabine 1000 mg/m\^2 orally twice daily (total daily dose 2000 mg/m\^2) on Days 1-14 of every 3-week cycle and cisplatin 80 mg/m\^2 IV infusion on Day 1 of every 3-week cycle for a maximum of 6 cycles; until disease progression or unmanageable toxicity.,103527783.0
325028271,NCT00887822,OG001,Outcome,"Placebo, Capecitabine and Cisplatin",Participants received placebo matched to bevacizumab on Day 1 of every 3-week cycle in combination with capecitabine 1000 mg/m\^2 orally twice daily (total daily dose 2000 mg/m\^2) on Days 1-14 of every 3-week cycle and cisplatin 80 mg/m\^2 IV infusion on Day 1 of every 3-week cycle for a maximum of 6 cycles; until disease progression or unmanageable toxicity.,103527783.0
325028272,NCT00887822,OG000,Outcome,"Bevacizumab, Capecitabine and Cisplatin",Participants received bevacizumab 7.5 mg/kg IV infusion on Day 1 of every 3-week cycle in combination with capecitabine 1000 mg/m\^2 orally twice daily (total daily dose 2000 mg/m\^2) on Days 1-14 of every 3-week cycle and cisplatin 80 mg/m\^2 IV infusion on Day 1 of every 3-week cycle for a maximum of 6 cycles; until disease progression or unmanageable toxicity.,103527784.0
325028273,NCT00887822,OG001,Outcome,"Placebo, Capecitabine and Cisplatin",Participants received placebo matched to bevacizumab on Day 1 of every 3-week cycle in combination with capecitabine 1000 mg/m\^2 orally twice daily (total daily dose 2000 mg/m\^2) on Days 1-14 of every 3-week cycle and cisplatin 80 mg/m\^2 IV infusion on Day 1 of every 3-week cycle for a maximum of 6 cycles; until disease progression or unmanageable toxicity.,103527784.0
325028274,NCT00887822,OG000,Outcome,"Bevacizumab, Capecitabine and Cisplatin",Participants received bevacizumab 7.5 mg/kg IV infusion on Day 1 of every 3-week cycle in combination with capecitabine 1000 mg/m\^2 orally twice daily (total daily dose 2000 mg/m\^2) on Days 1-14 of every 3-week cycle and cisplatin 80 mg/m\^2 IV infusion on Day 1 of every 3-week cycle for a maximum of 6 cycles; until disease progression or unmanageable toxicity.,103527785.0
325028275,NCT00887822,OG001,Outcome,"Placebo, Capecitabine and Cisplatin",Participants received placebo matched to bevacizumab on Day 1 of every 3-week cycle in combination with capecitabine 1000 mg/m\^2 orally twice daily (total daily dose 2000 mg/m\^2) on Days 1-14 of every 3-week cycle and cisplatin 80 mg/m\^2 IV infusion on Day 1 of every 3-week cycle for a maximum of 6 cycles; until disease progression or unmanageable toxicity.,103527785.0
325028276,NCT00887822,OG000,Outcome,"Bevacizumab, Capecitabine and Cisplatin",Participants received bevacizumab 7.5 mg/kg IV infusion on Day 1 of every 3-week cycle in combination with capecitabine 1000 mg/m\^2 orally twice daily (total daily dose 2000 mg/m\^2) on Days 1-14 of every 3-week cycle and cisplatin 80 mg/m\^2 IV infusion on Day 1 of every 3-week cycle for a maximum of 6 cycles; until disease progression or unmanageable toxicity.,103527786.0
325028277,NCT00887822,OG001,Outcome,"Placebo, Capecitabine and Cisplatin",Participants received placebo matched to bevacizumab on Day 1 of every 3-week cycle in combination with capecitabine 1000 mg/m\^2 orally twice daily (total daily dose 2000 mg/m\^2) on Days 1-14 of every 3-week cycle and cisplatin 80 mg/m\^2 IV infusion on Day 1 of every 3-week cycle for a maximum of 6 cycles; until disease progression or unmanageable toxicity.,103527786.0
324628592,NCT01973062,OG000,Outcome,Rituximab and Yttrium Y 90 Ibritumomab Tiuxetan,"Patients receive rituximab IV on day 1. Within 7 to 9 days, patients receive rituximab IV and yttrium Y 90 ibritumomab tiuxetan IV in the absence of disease progression or unacceptable toxicity.

rituximab: Given IV

yttrium Y 90 ibritumomab tiuxetan: Given IV",103409242.0
324628593,NCT01973062,OG000,Outcome,Rituximab and Yttrium Y 90 Ibritumomab Tiuxetan,"Patients receive rituximab IV on day 1. Within 7 to 9 days, patients receive rituximab IV and yttrium Y 90 ibritumomab tiuxetan IV in the absence of disease progression or unacceptable toxicity.

rituximab: Given IV

yttrium Y 90 ibritumomab tiuxetan: Given IV",103409243.0
324628594,NCT01973062,OG000,Outcome,Rituximab and Yttrium Y 90 Ibritumomab Tiuxetan,"Patients receive rituximab IV on day 1. Within 7 to 9 days, patients receive rituximab IV and yttrium Y 90 ibritumomab tiuxetan IV in the absence of disease progression or unacceptable toxicity.

rituximab: Given IV

yttrium Y 90 ibritumomab tiuxetan: Given IV",103409244.0
324628595,NCT01973062,OG000,Outcome,Rituximab and Yttrium Y 90 Ibritumomab Tiuxetan,"Patients receive rituximab IV on day 1. Within 7 to 9 days, patients receive rituximab IV and yttrium Y 90 ibritumomab tiuxetan IV in the absence of disease progression or unacceptable toxicity.

rituximab: Given IV

yttrium Y 90 ibritumomab tiuxetan: Given IV",103409245.0
325028278,NCT00887822,OG000,Outcome,"Bevacizumab, Capecitabine and Cisplatin",Participants received bevacizumab 7.5 mg/kg IV infusion on Day 1 of every 3-week cycle in combination with capecitabine 1000 mg/m\^2 orally twice daily (total daily dose 2000 mg/m\^2) on Days 1-14 of every 3-week cycle and cisplatin 80 mg/m\^2 IV infusion on Day 1 of every 3-week cycle for a maximum of 6 cycles; until disease progression or unmanageable toxicity.,103527787.0
324628596,NCT01127321,OG000,Outcome,Placebo,A single double-blind dose of placebo matched to MEDI-570 subcutaneous injection on Day 1.,103409246.0
324628597,NCT01127321,OG001,Outcome,MEDI-570 0.03 MG,"A single open-label dose of MEDI-570, 0.03 milligram (mg) subcutaneous injection on Day 1.",103409246.0
324628598,NCT01127321,OG002,Outcome,MEDI-570 0.1 MG,"A single open-label dose of MEDI-570, 0.1 mg subcutaneous injection on Day 1.",103409246.0
324628599,NCT01127321,OG003,Outcome,MEDI-570 0.3 MG,"A single double-blind dose of MEDI-570, 0.3 mg subcutaneous injection on Day 1.",103409246.0
324628600,NCT01127321,OG004,Outcome,MEDI-570 1 MG,"A single double-blind dose of MEDI-570, 1 mg subcutaneous injection on Day 1.",103409246.0
324628601,NCT01127321,OG000,Outcome,Placebo,A single double-blind dose of placebo matched to MEDI-570 subcutaneous injection on Day 1.,103409247.0
